date,TOTAL,LABOR,A034RC,A132RC,B202RC,A038RC,B040RC,B039RC,A041RC,B042RC,A045RC,A048RC,W210RC,A064RC,B703RC,A577RC,A063RC,W823RC,W824RC,W729RC,W825RC,W826RC,W827RC,B931RC,A061RC,W055RC,A067RC,A068RC,DPCERC,B069RC,W211RC,W062RC,B070RC,A071RC,A072RC,W875RX,A067RX,A229RC,A229RX,B230RC,A067RCM,PF000969,A067RM,CAPITAL,TRANSFER
1992-09-01,5452793.0,3685679.0,2971304.0,2395733.0,575571.0,714375.0,484158.0,230217.0,409090.0,36343.0,372747.0,65781.0,989165.0,797617.0,191548.0,761445.0,745267.0,282828.0,135588.0,121308.0,40429.0,18660.0,146454.0,16178.0,-458367.0,619410.0,4833383.0,4415866.0,4255267.0,114755.0,45844.0,26542.0,19302.0,417516.0,8.6,7363915.0,7586864.0,18756.0,29440.0,257704.0,-0.3,0.8,-0.5,1464036.0,303078.0
1992-10-01,5444917.0,3655022.0,2940462.0,2363693.0,576769.0,714559.0,486387.0,228172.0,419290.0,35494.0,383796.0,67960.0,992598.0,800192.0,192407.0,764460.0,748367.0,284664.0,136788.0,120216.0,38093.0,18096.0,150510.0,16093.0,-454414.0,625751.0,4819166.0,4440018.0,4284729.0,114060.0,41229.0,26703.0,14526.0,379147.0,7.9,7320953.0,7537915.0,18679.0,29216.0,258004.0,-0.3,0.5,-0.6,1479848.0,310046.0
1992-11-01,5467433.0,3679913.0,2962191.0,2383708.0,578483.0,717722.0,488214.0,229508.0,421388.0,34060.0,387329.0,70331.0,995955.0,802709.0,193246.0,756815.0,740879.0,282120.0,137760.0,120588.0,37273.0,18684.0,144454.0,15936.0,-456970.0,631473.0,4835960.0,4455707.0,4300488.0,113857.0,41362.0,26836.0,14526.0,380253.0,7.9,7353637.0,7549306.0,18724.0,29229.0,258280.0,0.3,0.4,0.2,1487674.0,299845.0
1992-12-01,5676824.0,3875781.0,3159659.0,2578519.0,581140.0,716122.0,489661.0,226461.0,415836.0,32585.0,383251.0,73825.0,998511.0,804445.0,194066.0,764602.0,748883.0,285048.0,138588.0,121500.0,38502.0,18768.0,146477.0,15719.0,-451731.0,659603.0,5017221.0,4491783.0,4336398.0,113900.0,41486.0,26960.0,14526.0,525438.0,10.5,7655000.0,7818625.0,19406.0,30241.0,258546.0,3.7,0.8,3.6,1488172.0,312871.0
1993-01-01,5534066.0,3728226.0,3000350.0,2418144.0,582206.0,727876.0,490580.0,237296.0,418785.0,28512.0,390273.0,77796.0,1001714.0,806847.0,194867.0,779858.0,764486.0,296388.0,143172.0,123684.0,34848.0,19332.0,147062.0,15372.0,-472313.0,614250.0,4919816.0,4499333.0,4340707.0,114426.0,44199.0,27930.0,16269.0,420483.0,8.5,7390676.0,7648123.0,19010.0,29552.0,258799.0,-1.9,0.2,-2.2,1498295.0,307545.0
1993-02-01,5568046.0,3759799.0,3029337.0,2446608.0,582729.0,730463.0,491612.0,238851.0,420032.0,28149.0,391883.0,81032.0,1002903.0,806984.0,195919.0,779717.0,764594.0,294492.0,143328.0,124452.0,33684.0,19212.0,149426.0,15123.0,-475437.0,617314.0,4950732.0,4514208.0,4355340.0,114556.0,44312.0,28043.0,16269.0,436524.0,8.8,7432459.0,7684541.0,19112.0,29666.0,259036.0,0.6,0.3,0.5,1503967.0,304280.0
1993-03-01,5564981.0,3748682.0,3018125.0,2434571.0,583554.0,730557.0,492768.0,237788.0,417945.0,29105.0,388840.0,83328.0,1003389.0,806167.0,197222.0,785291.0,770426.0,295824.0,143628.0,125064.0,36732.0,19632.0,149546.0,14865.0,-473654.0,619450.0,4945531.0,4511450.0,4352498.0,114530.0,44422.0,28153.0,16269.0,434081.0,8.8,7403862.0,7660754.0,19074.0,29546.0,259283.0,-0.1,-0.1,-0.3,1504662.0,311637.0
1993-04-01,5621831.0,3795940.0,3063848.0,2478585.0,585263.0,732092.0,494197.0,237895.0,427243.0,34052.0,393191.0,85261.0,1002378.0,803604.0,198774.0,784630.0,770018.0,297852.0,144084.0,123192.0,35364.0,19692.0,149834.0,14612.0,-473620.0,637389.0,4984442.0,4552953.0,4393413.0,114623.0,44917.0,28220.0,16697.0,431489.0,8.7,7473110.0,7700586.0,19204.0,29669.0,259547.0,0.8,0.9,0.5,1514882.0,311010.0
1993-05-01,5637926.0,3808502.0,3074140.0,2487595.0,586546.0,734362.0,495531.0,238831.0,431924.0,35307.0,396617.0,86800.0,1002374.0,801805.0,200569.0,783683.0,769322.0,296736.0,144684.0,124368.0,33684.0,19236.0,150614.0,14361.0,-475358.0,645313.0,4992613.0,4581781.0,4422366.0,114389.0,45026.0,28329.0,16697.0,410832.0,8.2,7476327.0,7689440.0,19216.0,29595.0,259822.0,0.2,0.6,-0.1,1521098.0,308325.0
1993-06-01,5632865.0,3796219.0,3061362.0,2473316.0,588046.0,734857.0,496990.0,237867.0,429469.0,35417.0,394052.0,88488.0,1002577.0,799972.0,202605.0,789816.0,775706.0,296604.0,145440.0,126876.0,37560.0,19548.0,149678.0,14110.0,-473704.0,647820.0,4985045.0,4599206.0,4439965.0,114100.0,45141.0,28444.0,16697.0,385839.0,7.7,7456512.0,7675133.0,19165.0,29507.0,260109.0,-0.2,0.4,-0.2,1520534.0,316112.0
1993-07-01,5660092.0,3822534.0,3084471.0,2493116.0,591355.0,738064.0,498577.0,239486.0,427172.0,32235.0,394937.0,90437.0,1001069.0,796190.0,204879.0,795942.0,782054.0,298476.0,146340.0,132840.0,34572.0,19164.0,150662.0,13888.0,-477062.0,654590.0,5005502.0,4627893.0,4468940.0,113084.0,45869.0,28555.0,17314.0,377609.0,7.5,7477057.0,7694340.0,19222.0,29547.0,260411.0,0.4,0.6,0.3,1518678.0,318880.0
1993-08-01,5682001.0,3846174.0,3104866.0,2513494.0,591372.0,741308.0,500166.0,241141.0,421440.0,22092.0,399347.0,92369.0,1001228.0,793842.0,207386.0,801151.0,787490.0,297972.0,147396.0,135660.0,36492.0,19284.0,150686.0,13661.0,-480361.0,660724.0,5021277.0,4639979.0,4481096.0,112889.0,45994.0,28680.0,17314.0,381298.0,7.6,7489946.0,7705440.0,19259.0,29555.0,260717.0,0.3,0.3,0.1,1515037.0,320790.0
1993-09-01,5675134.0,3833621.0,3091519.0,2498939.0,592580.0,742102.0,501850.0,240252.0,421702.0,23913.0,397789.0,94779.0,1001200.0,791078.0,210122.0,802754.0,789290.0,299208.0,148620.0,137004.0,35580.0,19128.0,149750.0,13464.0,-478922.0,662317.0,5012816.0,4670507.0,4511530.0,112852.0,46125.0,28811.0,17314.0,342309.0,6.8,7469101.0,7684383.0,19205.0,29440.0,261015.0,-0.2,0.7,-0.3,1517681.0,323832.0
1993-10-01,5669102.0,3819399.0,3076020.0,2482825.0,593195.0,743378.0,503744.0,239634.0,428841.0,29222.0,399619.0,97325.0,1000477.0,787392.0,213084.0,800763.0,787526.0,299412.0,149988.0,136176.0,32988.0,18792.0,150170.0,13237.0,-477702.0,665013.0,5004089.0,4693375.0,4532758.0,113566.0,47051.0,29053.0,17998.0,310714.0,6.2,7439481.0,7646925.0,19151.0,29266.0,261294.0,-0.2,0.5,-0.5,1526643.0,323061.0
1993-11-01,5694415.0,3827342.0,3081467.0,2486868.0,594599.0,745875.0,505612.0,240263.0,442471.0,37891.0,404580.0,100120.0,1001206.0,784919.0,216287.0,802373.0,789314.0,299076.0,151524.0,135924.0,32472.0,19080.0,151238.0,13059.0,-479098.0,667024.0,5027391.0,4715025.0,4554053.0,113760.0,47212.0,29214.0,17998.0,312366.0,6.2,7461652.0,7668095.0,19222.0,29318.0,261550.0,0.5,0.5,0.3,1543797.0,323275.0
1993-12-01,5893798.0,4021032.0,3266580.0,2669905.0,596675.0,754452.0,507610.0,246842.0,448665.0,40382.0,408283.0,103219.0,1002860.0,783135.0,219725.0,809890.0,796994.0,303180.0,153216.0,136008.0,34200.0,19584.0,150806.0,12896.0,-491868.0,693850.0,5199948.0,4732558.0,4571141.0,114022.0,47394.0,29396.0,17998.0,467390.0,9.0,7752486.0,7929436.0,19863.0,30289.0,261796.0,3.4,0.4,3.4,1554744.0,318022.0
1994-01-01,5778992.0,3900583.0,3142576.0,2543293.0,599282.0,758008.0,509646.0,248362.0,446445.0,41887.0,404558.0,106867.0,1004757.0,781363.0,223394.0,816374.0,803484.0,307152.0,155088.0,136560.0,29052.0,19620.0,156012.0,12890.0,-496034.0,675104.0,5103888.0,4747039.0,4585136.0,113467.0,48437.0,29944.0,18493.0,356849.0,7.0,7565029.0,7780381.0,19479.0,29694.0,262021.0,-1.8,0.3,-1.9,1558069.0,320340.0
1994-02-01,5797973.0,3908202.0,3147862.0,2547068.0,600794.0,760340.0,511444.0,248896.0,451103.0,42122.0,408982.0,109106.0,1008920.0,782143.0,226778.0,817952.0,805164.0,308772.0,156912.0,136608.0,28404.0,19224.0,155244.0,12788.0,-497311.0,672681.0,5125292.0,4795188.0,4632580.0,113992.0,48616.0,30123.0,18493.0,330103.0,6.4,7574054.0,7794994.0,19545.0,29725.0,262237.0,0.4,1.0,0.2,1569129.0,320641.0
1994-03-01,5829436.0,3931370.0,3167701.0,2564507.0,603194.0,763669.0,513057.0,250612.0,453106.0,41339.0,411767.0,110960.0,1014694.0,784809.0,229885.0,820106.0,807360.0,310476.0,158712.0,136764.0,26424.0,20112.0,154872.0,12746.0,-500800.0,673215.0,5156221.0,4809437.0,4645953.0,114716.0,48768.0,30275.0,18493.0,346785.0,6.7,7597671.0,7820462.0,19643.0,29793.0,262491.0,0.6,0.3,0.3,1578760.0,319306.0
1994-04-01,5890542.0,3982058.0,3215679.0,2610481.0,605199.0,766379.0,514388.0,251991.0,453445.0,38318.0,415128.0,112219.0,1022851.0,790128.0,232722.0,823508.0,810792.0,311868.0,160464.0,137052.0,26652.0,19824.0,154932.0,12716.0,-503539.0,728253.0,5162289.0,4836621.0,4671080.0,116101.0,49440.0,30574.0,18866.0,325668.0,6.3,7676127.0,7820430.0,19647.0,29763.0,262754.0,0.1,0.6,0.0,1588515.0,319969.0
1994-05-01,5911087.0,3996976.0,3228242.0,2620779.0,607462.0,768735.0,515535.0,253199.0,454624.0,36621.0,418002.0,113489.0,1029730.0,794415.0,235314.0,822153.0,809376.0,311916.0,162180.0,137148.0,23628.0,19200.0,155304.0,12777.0,-505885.0,681718.0,5229369.0,4836375.0,4669499.0,117314.0,49563.0,30697.0,18866.0,392993.0,7.5,7698121.0,7910559.0,19882.0,30077.0,263014.0,1.3,0.0,1.2,1597843.0,316268.0
1994-06-01,5917476.0,3995563.0,3226042.0,2617224.0,608818.0,769521.0,516423.0,253098.0,454264.0,35020.0,419245.0,114670.0,1036049.0,798383.0,237665.0,822907.0,810036.0,311544.0,163848.0,137028.0,23064.0,19680.0,154872.0,12871.0,-505977.0,683547.0,5233929.0,4877425.0,4708909.0,118832.0,49683.0,30817.0,18866.0,356505.0,6.8,7687840.0,7898138.0,19879.0,29997.0,263294.0,0.1,0.8,-0.2,1604983.0,316930.0
1994-07-01,5946391.0,4019336.0,3247368.0,2636565.0,610803.0,771968.0,517221.0,254747.0,453978.0,33516.0,420462.0,115894.0,1043404.0,803624.0,239780.0,823127.0,810096.0,312624.0,165480.0,134508.0,22116.0,19608.0,155760.0,13031.0,-509348.0,691446.0,5254945.0,4892128.0,4720620.0,121353.0,50155.0,31069.0,19086.0,362818.0,6.9,7706883.0,7904970.0,19937.0,29991.0,263580.0,0.4,0.3,0.1,1613276.0,313779.0
1994-08-01,5968714.0,4027382.0,3254556.0,2642265.0,612291.0,772826.0,517667.0,255158.0,456934.0,32098.0,424836.0,116492.0,1050912.0,809251.0,241661.0,827449.0,814212.0,312864.0,167076.0,136044.0,22452.0,19932.0,155844.0,13237.0,-510454.0,695401.0,5273313.0,4935733.0,4762623.0,122840.0,50270.0,31184.0,19086.0,337580.0,6.4,7716252.0,7914435.0,19984.0,29994.0,263871.0,0.3,0.9,0.1,1624338.0,316995.0
1994-09-01,6001516.0,4048537.0,3274189.0,2659807.0,614382.0,774348.0,517854.0,256494.0,459354.0,30767.0,428586.0,116471.0,1060360.0,817050.0,243310.0,830055.0,816576.0,313380.0,168612.0,137916.0,21600.0,19728.0,155340.0,13479.0,-513261.0,699300.0,5302216.0,4949409.0,4775041.0,123989.0,50379.0,31293.0,19086.0,352807.0,6.7,7752940.0,7948965.0,20072.0,30092.0,264159.0,0.5,0.3,0.4,1636185.0,316794.0
1994-10-01,6065309.0,4085882.0,3308963.0,2693379.0,615584.0,776918.0,517808.0,259110.0,464251.0,30043.0,434208.0,115819.0,1074243.0,829515.0,244728.0,843448.0,829644.0,314124.0,170124.0,145140.0,21780.0,19812.0,158664.0,13804.0,-518334.0,703679.0,5361630.0,4987904.0,4812888.0,124259.0,50758.0,31482.0,19276.0,373725.0,7.0,7815245.0,8024429.0,20276.0,30346.0,264430.0,1.1,0.8,0.9,1654313.0,325114.0
1994-11-01,6075383.0,4081167.0,3305065.0,2687888.0,617178.0,776101.0,517517.0,258585.0,465318.0,28214.0,437104.0,115749.0,1084420.0,838517.0,245902.0,846389.0,832236.0,313332.0,171588.0,148176.0,21492.0,19824.0,157824.0,14153.0,-517659.0,703827.0,5371556.0,5001695.0,4825640.0,125200.0,50855.0,31579.0,19276.0,369862.0,6.9,7810984.0,8023940.0,20294.0,30316.0,264681.0,0.2,0.3,0.0,1665487.0,328730.0
1994-12-01,6108066.0,4097243.0,3320830.0,2701865.0,618965.0,776413.0,516998.0,259415.0,466765.0,25875.0,440890.0,116252.0,1093282.0,846450.0,246832.0,854082.0,839520.0,317880.0,172992.0,150204.0,20640.0,19872.0,157932.0,14562.0,-519558.0,708701.0,5399365.0,5018829.0,4841610.0,126276.0,50943.0,31667.0,19276.0,380536.0,7.0,7843216.0,8060242.0,20381.0,30425.0,264924.0,0.5,0.3,0.5,1676299.0,334524.0
1995-01-01,6148636.0,4120070.0,3344016.0,2723461.0,620556.0,776054.0,516060.0,259994.0,467092.0,21963.0,445129.0,117177.0,1098675.0,851158.0,247517.0,869403.0,854036.0,322812.0,174360.0,151560.0,20916.0,20856.0,163532.0,15367.0,-523781.0,721092.0,5427544.0,5028807.0,4851170.0,126936.0,50701.0,31793.0,18908.0,398737.0,7.3,7865000.0,8085954.0,20469.0,30495.0,265157.0,0.5,0.2,0.3,1682944.0,345622.0
1995-02-01,6173296.0,4134550.0,3358193.0,2735891.0,622302.0,776357.0,515501.0,260857.0,466658.0,20032.0,446626.0,118269.0,1105733.0,857196.0,248537.0,873704.0,857684.0,324900.0,175692.0,152544.0,21024.0,20364.0,163160.0,16020.0,-525618.0,725372.0,5447924.0,5030585.0,4850763.0,129035.0,50788.0,31880.0,18908.0,417339.0,7.7,7881366.0,8101961.0,20529.0,30529.0,265383.0,0.4,0.0,0.2,1690660.0,348086.0
1995-03-01,6200341.0,4148705.0,3372098.0,2747735.0,624363.0,776607.0,515102.0,261505.0,468282.0,18809.0,449473.0,119412.0,1112356.0,862461.0,249895.0,878752.0,862100.0,326640.0,177012.0,153264.0,20796.0,20640.0,163748.0,16652.0,-527166.0,727376.0,5472965.0,5068295.0,4885374.0,132037.0,50884.0,31976.0,18908.0,404671.0,7.4,7899466.0,8124172.0,20604.0,30585.0,265625.0,0.5,0.7,0.3,1700050.0,351586.0
1995-04-01,6223903.0,4168397.0,3390813.0,2764758.0,626055.0,777583.0,514931.0,262652.0,467124.0,18238.0,448885.0,120513.0,1118014.0,866421.0,251593.0,879483.0,862244.0,326580.0,178308.0,152172.0,21144.0,20460.0,163580.0,17239.0,-529627.0,777183.0,5446720.0,5077957.0,4890197.0,136582.0,51178.0,32237.0,18941.0,368762.0,6.8,7912564.0,8064022.0,20486.0,30330.0,265877.0,-0.5,0.2,-0.7,1705651.0,349856.0
1995-05-01,6238267.0,4164126.0,3386998.0,2759885.0,627113.0,777128.0,514857.0,262271.0,472301.0,18190.0,454111.0,121597.0,1123551.0,869935.0,253616.0,885634.0,867788.0,328164.0,179568.0,152460.0,22176.0,20688.0,164732.0,17846.0,-528942.0,727958.0,5510309.0,5123946.0,4933127.0,139535.0,51283.0,32342.0,18941.0,386363.0,7.0,7912515.0,8145600.0,20705.0,30607.0,266134.0,1.2,0.9,1.0,1717449.0,356692.0
1995-06-01,6267376.0,4186066.0,3407752.0,2778482.0,629270.0,778314.0,514921.0,263393.0,476444.0,18664.0,457781.0,122620.0,1128422.0,872457.0,255965.0,885266.0,866828.0,327768.0,180792.0,152736.0,21396.0,20340.0,163796.0,18438.0,-531442.0,735282.0,5532094.0,5170270.0,4977503.0,141376.0,51391.0,32450.0,18941.0,361823.0,6.5,7948344.0,8169841.0,20765.0,30666.0,266414.0,0.4,0.9,0.3,1727486.0,353824.0
1995-07-01,6296320.0,4206646.0,3426899.0,2796925.0,629974.0,779747.0,515112.0,264635.0,478116.0,19828.0,458288.0,123617.0,1131960.0,873321.0,258638.0,889946.0,870896.0,327876.0,182004.0,154212.0,22188.0,20712.0,163904.0,19050.0,-533965.0,745111.0,5551209.0,5165486.0,4970175.0,142371.0,52940.0,32777.0,20163.0,385722.0,6.9,7974207.0,8187834.0,20814.0,30701.0,266700.0,0.3,-0.1,0.2,1733693.0,355981.0
1995-08-01,6319020.0,4216864.0,3436211.0,2805397.0,630814.0,780653.0,515502.0,265151.0,484893.0,21226.0,463667.0,125425.0,1136125.0,874488.0,261637.0,890770.0,871124.0,327936.0,183168.0,153564.0,22008.0,20724.0,163724.0,19646.0,-535057.0,752298.0,5566722.0,5201902.0,5005318.0,143535.0,53049.0,32886.0,20163.0,364820.0,6.6,7989234.0,8193036.0,20849.0,30686.0,266998.0,0.3,0.7,0.1,1746443.0,355713.0
1995-09-01,6347730.0,4235669.0,3453605.0,2821708.0,631897.0,782063.0,516046.0,266017.0,490332.0,23022.0,467310.0,128078.0,1140252.0,875296.0,264957.0,890448.0,870212.0,330084.0,184308.0,150252.0,21732.0,20304.0,163532.0,20236.0,-537049.0,759238.0,5588492.0,5218898.0,5020492.0,145248.0,53158.0,32995.0,20163.0,369594.0,6.6,8026408.0,8219388.0,20907.0,30749.0,267304.0,0.4,0.3,0.3,1758662.0,353399.0
1995-10-01,6373462.0,4254412.0,3470324.0,2836100.0,634223.0,784089.0,516847.0,267241.0,496685.0,25571.0,471115.0,131199.0,1145025.0,876430.0,268595.0,885439.0,864608.0,328656.0,185412.0,141648.0,22920.0,20676.0,165296.0,20831.0,-539299.0,764381.0,5609081.0,5218067.0,5013903.0,147778.0,56386.0,33379.0,23007.0,391014.0,7.0,8050763.0,8228351.0,20962.0,30750.0,267585.0,0.4,0.0,0.1,1772909.0,346140.0
1995-11-01,6393957.0,4266674.0,3481219.0,2846004.0,635215.0,785455.0,517714.0,267742.0,501824.0,27957.0,473866.0,134129.0,1149155.0,876602.0,272553.0,882671.0,861260.0,328044.0,186492.0,139548.0,22320.0,20352.0,164504.0,21411.0,-540496.0,769919.0,5624038.0,5261669.0,5055565.0,149614.0,56490.0,33483.0,23007.0,362369.0,6.4,8085126.0,8250534.0,20999.0,30805.0,267829.0,0.3,0.8,0.3,1785108.0,342175.0
1995-12-01,6417827.0,4274859.0,3488135.0,2851606.0,636529.0,786723.0,518741.0,267983.0,504308.0,30580.0,473728.0,136558.0,1153320.0,876495.0,276825.0,889941.0,867944.0,332640.0,187524.0,140880.0,22188.0,20400.0,164312.0,21997.0,-541159.0,775670.0,5642157.0,5305068.0,5097498.0,150985.0,56585.0,33578.0,23007.0,337089.0,6.0,8093976.0,8261293.0,21049.0,30820.0,268047.0,0.3,0.8,0.1,1794186.0,348782.0
1996-01-01,6453866.0,4277427.0,3490756.0,2853280.0,637476.0,786671.0,519855.0,266816.0,512737.0,34016.0,478721.0,138397.0,1155970.0,874566.0,281404.0,908086.0,885723.0,335976.0,188544.0,147180.0,23532.0,21372.0,169119.0,22363.0,-538751.0,791788.0,5662078.0,5292000.0,5085738.0,150911.0,55351.0,33926.0,21425.0,370078.0,6.5,8102216.0,8272124.0,21107.0,30836.0,268258.0,0.4,-0.2,0.1,1807104.0,369335.0
1996-02-01,6517846.0,4322545.0,3531875.0,2891933.0,639942.0,790670.0,521058.0,269612.0,524108.0,36971.0,487137.0,139653.0,1160411.0,874613.0,285798.0,915371.0,892527.0,338712.0,189588.0,151032.0,23052.0,21420.0,168723.0,22844.0,-544241.0,803225.0,5714621.0,5340006.0,5132843.0,151713.0,55450.0,34025.0,21425.0,374615.0,6.6,8172192.0,8335777.0,21285.0,31048.0,268480.0,0.9,0.9,0.8,1824172.0,371130.0
1996-03-01,6560367.0,4343642.0,3550683.0,2908035.0,642647.0,792959.0,522213.0,270746.0,533046.0,39641.0,493405.0,140508.0,1165111.0,875102.0,290009.0,924654.0,901467.0,342612.0,190656.0,155736.0,22440.0,21468.0,168555.0,23187.0,-546595.0,810181.0,5750186.0,5381227.0,5173265.0,152408.0,55555.0,34130.0,21425.0,368959.0,6.4,8195967.0,8362444.0,21398.0,31119.0,268724.0,0.6,0.8,0.3,1838665.0,378059.0
1996-04-01,6597339.0,4358346.0,3563538.0,2919766.0,643772.0,794808.0,523314.0,271494.0,540069.0,44479.0,495590.0,141040.0,1171307.0,877264.0,294043.0,934762.0,911319.0,341088.0,191760.0,163872.0,23760.0,21840.0,168999.0,23443.0,-548186.0,864787.0,5732552.0,5418714.0,5207961.0,153579.0,57174.0,34517.0,22657.0,313838.0,5.5,8210387.0,8311846.0,21312.0,30901.0,268980.0,-0.3,0.7,-0.6,1852416.0,386576.0
1996-05-01,6637250.0,4382789.0,3585637.0,2939880.0,645757.0,797152.0,524370.0,272782.0,550647.0,44828.0,505819.0,141582.0,1177005.0,879099.0,297906.0,936148.0,912591.0,341220.0,192900.0,166596.0,22188.0,21432.0,168255.0,23557.0,-550921.0,822255.0,5814995.0,5435602.0,5223759.0,154554.0,57289.0,34632.0,22657.0,379393.0,6.5,8251938.0,8416791.0,21597.0,31260.0,269247.0,1.4,0.3,1.3,1869234.0,385227.0
1996-06-01,6681264.0,4421371.0,3620674.0,2973280.0,647394.0,800697.0,525404.0,275293.0,551735.0,43250.0,508485.0,142210.0,1183468.0,881865.0,301602.0,938245.0,914667.0,341928.0,194076.0,166908.0,22188.0,21696.0,167871.0,23578.0,-555765.0,831651.0,5849613.0,5443134.0,5229777.0,155950.0,57407.0,34750.0,22657.0,406479.0,6.9,8312761.0,8467052.0,21703.0,31414.0,269527.0,0.6,0.1,0.6,1877413.0,382480.0
1996-07-01,6681600.0,4423884.0,3622389.0,2973067.0,649323.0,801495.0,526372.0,275123.0,546865.0,35264.0,511601.0,142928.0,1190500.0,885365.0,305134.0,933157.0,909687.0,342480.0,195276.0,160236.0,22212.0,21552.0,167931.0,23470.0,-555734.0,835592.0,5846008.0,5467692.0,5251905.0,157735.0,58052.0,35112.0,22940.0,378316.0,6.5,8303041.0,8443963.0,21666.0,31295.0,269822.0,-0.1,0.5,-0.3,1880293.0,377423.0
1996-08-01,6709408.0,4450396.0,3646488.0,2996742.0,649746.0,803908.0,527277.0,276631.0,545238.0,33048.0,512190.0,143666.0,1197686.0,889178.0,308508.0,931297.0,908019.0,343116.0,196512.0,158652.0,20760.0,21060.0,167919.0,23278.0,-558875.0,843467.0,5865941.0,5492540.0,5275019.0,159347.0,58174.0,35234.0,22940.0,373401.0,6.4,8337950.0,8464690.0,21715.0,31336.0,270130.0,0.3,0.5,0.2,1886590.0,372422.0
1996-09-01,6747430.0,4479411.0,3672834.0,3019807.0,653027.0,806576.0,528200.0,278377.0,550279.0,32148.0,518130.0,144426.0,1204805.0,893080.0,311725.0,930901.0,907923.0,342300.0,197784.0,157488.0,21948.0,21204.0,167199.0,22978.0,-562391.0,851566.0,5895864.0,5515619.0,5296591.0,160730.0,58299.0,35359.0,22940.0,380245.0,6.4,8369781.0,8483941.0,21802.0,31372.0,270433.0,0.5,0.4,0.2,1899510.0,368510.0
1996-10-01,6768797.0,4486553.0,3678789.0,3024772.0,654017.0,807764.0,529180.0,278584.0,555858.0,34036.0,521822.0,145207.0,1213882.0,899093.0,314788.0,930363.0,907803.0,342876.0,199092.0,156804.0,21840.0,21228.0,165963.0,22560.0,-563065.0,855952.0,5912845.0,5549430.0,5328454.0,161867.0,59109.0,35589.0,23520.0,363415.0,6.1,8375900.0,8482650.0,21840.0,31333.0,270730.0,0.3,0.6,0.0,1914947.0,367298.0
1996-11-01,6802449.0,4513826.0,3703593.0,3047536.0,656057.0,810232.0,529993.0,280239.0,556815.0,34655.0,522160.0,145483.0,1220114.0,902436.0,317678.0,932652.0,910647.0,345528.0,200424.0,156600.0,21132.0,21060.0,165903.0,22005.0,-566440.0,863443.0,5939007.0,5573081.0,5351191.0,162571.0,59320.0,35800.0,23520.0,365925.0,6.2,8405938.0,8505050.0,21915.0,31384.0,271002.0,0.4,0.4,0.3,1922412.0,366212.0
1996-12-01,6836602.0,4543119.0,3730374.0,3072405.0,657969.0,812745.0,530782.0,281963.0,557823.0,35491.0,522332.0,145255.0,1225575.0,905178.0,320396.0,934803.0,913527.0,346224.0,201804.0,157152.0,22236.0,21768.0,164343.0,21276.0,-569972.0,871100.0,5965502.0,5601080.0,5378645.0,162818.0,59618.0,36098.0,23520.0,364422.0,6.1,8441975.0,8533096.0,21993.0,31459.0,271243.0,0.4,0.5,0.3,1928653.0,364831.0
1997-01-01,6884845.0,4559161.0,3746272.0,3085849.0,660423.0,812889.0,531595.0,281294.0,572617.0,38741.0,533875.0,144487.0,1228136.0,905192.0,322944.0,950834.0,930460.0,355836.0,203184.0,160968.0,21000.0,22272.0,167200.0,20374.0,-570391.0,895267.0,5989578.0,5635116.0,5411132.0,161942.0,62042.0,36939.0,25103.0,354462.0,5.9,8477037.0,8556418.0,22063.0,31519.0,271472.0,0.4,0.6,0.3,1945240.0,380443.0
1997-02-01,6920865.0,4593999.0,3777896.0,3115688.0,662208.0,816103.0,532639.0,283464.0,576499.0,38262.0,538237.0,144052.0,1233854.0,908314.0,325540.0,947067.0,927412.0,350748.0,204420.0,161436.0,20940.0,22284.0,167584.0,19655.0,-574607.0,902732.0,6018133.0,5658753.0,5433958.0,162432.0,62363.0,37260.0,25103.0,359380.0,6.0,8516001.0,8579202.0,22150.0,31576.0,271703.0,0.5,0.4,0.3,1954405.0,372460.0
1997-03-01,6960781.0,4624051.0,3804902.0,3140650.0,664252.0,819149.0,533966.0,285183.0,577526.0,36323.0,541204.0,143914.0,1240596.0,912414.0,328182.0,952783.0,933652.0,355176.0,205488.0,161856.0,20964.0,22608.0,167560.0,19131.0,-578089.0,908336.0,6052444.0,5680470.0,5454224.0,163622.0,62624.0,37521.0,25103.0,371975.0,6.1,8555741.0,8619035.0,22256.0,31693.0,271952.0,0.6,0.4,0.5,1962036.0,374694.0
1997-04-01,6972759.0,4637715.0,3816548.0,3150901.0,665648.0,821166.0,535385.0,285781.0,572317.0,29181.0,543136.0,144063.0,1248335.0,917468.0,330867.0,949803.0,930940.0,355140.0,206400.0,159000.0,21012.0,22440.0,166948.0,18863.0,-579475.0,910484.0,6062275.0,5688626.0,5459332.0,166335.0,62959.0,37831.0,25128.0,373648.0,6.2,8568580.0,8624518.0,22270.0,31683.0,272213.0,0.2,0.1,0.1,1964715.0,370328.0
1997-05-01,7001315.0,4659101.0,3834927.0,3167595.0,667332.0,824174.0,537294.0,286879.0,575249.0,27549.0,547699.0,144479.0,1255668.0,922095.0,333574.0,948607.0,929920.0,356304.0,207144.0,159156.0,19740.0,21996.0,165580.0,18687.0,-581788.0,915558.0,6085757.0,5691475.0,5460234.0,168091.0,63150.0,38022.0,25128.0,394282.0,6.5,8614878.0,8661916.0,22335.0,31789.0,272482.0,0.4,0.1,0.4,1975396.0,366819.0
